#16x16 Script Table for Lunar SSS/SSSC v2.1
# Any program that uses this for SSS needs to insert a dot
# at entry number 769, and increment all entries by one 
# thereafter.  This entry was removed from SSSC.
#
0,	０
1,	１
2,	２
3,	３
4,	４
5,	５
6,	６
7,	７
8,	８
9,	９
10,	→
11,	／
12,	を
13,	の
14,	が
15,	ア
#
16,	レ
17,	ス
18,	ナ
19,	ッ
20,	シ
21,	ュ
22,	ジ
23,	ェ
24,	カ
25,	ミ
26,	キ
27,	リ
28,	ー
29,	ル
30,	ラ
31,	ム
#
32,	ガ
33,	オ
34,	ン
35,	イ
36,	ク
37,	テ
38,	サ
39,	チ
40,	デ
41,	フ
42,	ゴ
43,	ブ
44,	ハ
45,	ニ
46,	ビ
47,	ギ
#
48,	ド
49,	ワ
50,	プ
51,	ト
52,	モ
53,	ァ
54,	ィ
55,	ネ
56,	マ
57,	ロ
58,	ボ
59,	エ
60,	バ
61,	ザ
62,	・
63,	ノ
#
64,	タ
65,	コ
66,	メ
67,	ヘ
68,	ホ
69,	虫
70,	ピ
71,	パ
72,	グ
73,	ソ
74,	ウ
75,	ォ
76,	ペ
77,	ゾ
78,	ゼ
79,	ダ
#
80,	汽
81,	動
82,	戦
83,	車
84,	重
85,	ケ
86,	魔
87,	機
88,	械
89,	ヨ
90,	セ
91,	ズ
92,	ャ
93,	ヴ
94,	？
95,	ゥ
#
96,	黒
97,	竜
98,	ョ
99,	士
100,	剣
101,	水
102,	晶
103,	狂
104,	無
105,	銘
106,	氷
107,	撃
108,	波
109,	退
110,	聖
111,	な
#
112,	る
113,	封
114,	ツ
115,	青
116,	狼
117,	弓
118,	誘
119,	夢
120,	光
121,	幸
122,	運
123,	杖
124,	流
125,	火
126,	球
127,	業
#
128,	精
129,	神
130,	疾
131,	風
132,	四
133,	武
134,	器
135,	予
136,	備
137,	布
138,	服
139,	冒
140,	険
141,	者
142,	皮
143,	鎧
#
144,	鉄
145,	鋼
146,	白
147,	銀
148,	大
149,	地
150,	漆
151,	官
152,	着
153,	清
154,	め
155,	儀
156,	礼
157,	輝
158,	き
159,	天
#
160,	使
161,	秘
162,	道
163,	師
164,	知
165,	性
166,	輪
167,	賢
168,	言
169,	霊
170,	守
171,	護
172,	鍋
173,	ふ
174,	た
175,	木
#
176,	盾
177,	赤
178,	腕
179,	七
180,	玉
181,	星
182,	眼
183,	石
184,	糸
185,	虹
186,	彩
187,	牙
188,	降
189,	臨
190,	英
191,	帽
#
192,	子
193,	兜
194,	派
195,	手
196,	力
197,	翡
198,	翠
199,	髪
200,	止
201,	色
202,	瑠
203,	璃
204,	浄
205,	飾
206,	り
207,	鈴
#
208,	幻
209,	怒
210,	指
211,	癒
212,	し
213,	っ
214,	ぽ
215,	化
216,	三
217,	連
218,	炎
219,	涙
220,	ず
221,	く
222,	符
223,	翼
#
224,	写
225,	真
226,	葉
227,	実
228,	屑
229,	毒
230,	消
231,	草
232,	飛
233,	羽
234,	通
235,	常
236,	具
237,	鹸
238,	意
239,	味
#
240,	ヤ
241,	海
242,	図
243,	入
244,	会
245,	申
246,	込
247,	書
248,	鏡
249,	古
250,	い
251,	帳
252,	（
253,	塔
254,	）
255,	泥
#
256,	棒
257,	心
258,	得
259,	盗
260,	賊
261,	証
262,	気
263,	設
264,	計
265,	首
266,	ベ
267,	舞
268,	爆
269,	裂
270,	陣
271,	閃
#
272,	斬
273,	勢
274,	祈
275,	や
276,	す
277,	ら
278,	ぎ
279,	加
280,	慈
281,	愛
282,	奇
283,	跡
284,	帰
285,	還
286,	ポ
287,	ヒ
#
288,	歌
289,	声
290,	逃
291,	走
292,	眠
293,	作
294,	攻
295,	法
296,	防
297,	御
298,	Ａ
299,	Ｉ
300,	命
301,	令
302,	形
303,	う
#
304,	渡
305,	捨
306,	て
307,	強
308,	さ
309,	装
310,	定
311,	用
312,	身
313,	小
314,	ぶ
315,	闘
316,	長
317,	騎
318,	幅
319,	広
#
320,	鍛
321,	え
322,	製
323,	東
324,	方
325,	で
326,	れ
327,	曲
328,	刀
329,	型
330,	熟
331,	練
332,	高
333,	級
334,	あ
335,	ゆ
#
336,	切
337,	匠
338,	に
339,	名
340,	幾
341,	多
342,	経
343,	僧
344,	侶
345,	棍
346,	本
347,	鎖
348,	繫
349,	だ
350,	じ
351,	錫
#
352,	破
353,	邪
354,	発
355,	鎮
356,	悪
357,	投
358,	げ
359,	式
360,	矢
361,	狩
362,	猟
363,	み
364,	原
365,	民
366,	伝
367,	わ
#
368,	説
369,	敵
370,	中
371,	へ
372,	と
373,	放
374,	つ
375,	持
376,	冷
377,	集
378,	ち
379,	主
380,	素
381,	早
382,	最
383,	明
#
384,	日
385,	衣
386,	旅
387,	行
388,	厚
389,	革
390,	軽
391,	量
392,	耐
393,	か
394,	び
395,	太
396,	よ
397,	正
398,	殿
399,	け
#
400,	女
401,	受
402,	上
403,	陽
404,	織
405,	ん
406,	術
407,	弱
408,	少
409,	は
410,	ぐ
411,	も
412,	宝
413,	専
414,	保
415,	線
#
416,	頭
417,	部
418,	品
419,	全
420,	体
421,	覆
422,	施
423,	削
424,	出
425,	音
426,	昇
427,	麻
428,	痺
429,	、
430,	混
431,	乱
#
432,	度
433,	瀕
434,	死
435,	復
436,	活
437,	変
438,	雷
439,	半
440,	減
441,	費
442,	Ｍ
443,	Ｐ
444,	分
445,	移
446,	距
447,	離
#
448,	回
449,	数
450,	増
451,	可
452,	能
453,	べ
454,	属
455,	Ｈ
456,	快
457,	治
458,	脱
459,	浴
460,	こ
461,	彫
462,	刻
463,	ま
#
464,	美
465,	粒
466,	賭
467,	取
468,	船
469,	人
470,	呼
471,	『
472,	お
473,	』
474,	鍵
475,	付
476,	箱
477,	Ｏ
478,	Ｋ
479,	！
#
480,	空
481,	乗
482,	物
483,	紋
484,	章
485,	そ
486,	門
487,	開
488,	単
489,	瞬
490,	時
491,	何
492,	技
493,	範
494,	囲
495,	圧
#
496,	自
497,	避
498,	仲
499,	間
500,	員
501,	異
502,	次
503,	元
504,	彼
505,	送
506,	落
507,	激
508,	複
509,	せ
510,	毎
511,	完
#
512,	追
513,	払
514,	柱
515,	嵐
516,	焼
517,	吹
518,	雪
519,	障
520,	壁
521,	烈
522,	一
523,	周
524,	直
525,	怪
526,	我
527,	不
#
528,	思
529,	議
530,	汚
531,	励
532,	去
533,	優
534,	調
535,	震
536,	起
537,	同
538,	ば
539,	登
540,	録
541,	交
542,	換
543,	ど
#
544,	個
545,	別
546,	表
547,	示
548,	画
549,	面
550,	ゲ
551,	諸
552,	記
553,	導
554,	粉
555,	凶
556,	内
557,	蔵
558,	迫
559,	弾
#
560,	灼
561,	熱
562,	砲
563,	霧
564,	暴
565,	電
566,	粘
567,	液
568,	島
569,	村
570,	泉
571,	塚
572,	洞
573,	森
574,	港
575,	町
#
576,	陸
577,	由
578,	都
579,	市
580,	館
581,	下
582,	路
583,	転
584,	試
585,	迷
586,	宮
587,	関
588,	所
589,	峠
590,	ろ
591,	ぼ
#
592,	場
593,	城
594,	前
595,	庭
596,	園
597,	☆
598,	辺
599,	境
600,	族
601,	鉱
602,	山
603,	研
604,	究
605,	皇
606,	帝
607,	畑
#
608,	店
609,	亭
610,	生
611,	居
612,	住
613,	湖
614,	屋
615,	階
616,	段
617,	室
618,	座
619,	口
620,	想
621,	売
622,	買
623,	金
#
624,	足
625,	ぱ
626,	値
627,	現
628,	在
629,	良
630,	験
631,	覚
632,	Ｒ
633,	始
634,	並
635,	替
636,	速
637,	普
638,	遅
639,	旧
#
640,	新
641,	勝
642,	敗
643,	北
644,	却
645,	準
646,	来
647,	容
648,	存
649,	必
650,	要
651,	初
652,	期
653,	当
654,	源
655,	恐
#
656,	失
657,	話
658,	外
659,	修
660,	［
661,	］
662,	負
663,	合
664,	突
665,	づ
666,	仮
667,	ほ
668,	先
669,	ゃ
670,	ぜ
671,	ご
#
672,	ね
673,	⋯
674,	両
675,	窟
676,	⁉
677,	～
678,	隠
679,	状
680,	‼
681,	ぁ
682,	今
683,	待
684,	ょ
685,	探
686,	検
687,	危
#
688,	母
689,	配
690,	ぅ
691,	決
692,	私
693,	父
694,	緒
695,	習
696,	遠
697,	む
698,	楽
699,	急
700,	ぞ
701,	感
702,	渉
703,	ひ
#
704,	ぇ
705,	欲
706,	ぉ
707,	恵
708,	密
709,	約
710,	束
711,	歩
712,	年
713,	驚
714,	顔
715,	世
716,	界
717,	越
718,	勇
719,	誕
#
720,	成
721,	立
722,	抜
723,	戻
724,	見
725,	ぬ
726,	以
727,	娘
728,	聞
729,	信
730,	親
731,	友
732,	確
733,	目
734,	壊
735,	溶
#
736,	南
737,	崩
738,	家
739,	雄
740,	安
741,	好
742,	参
743,	救
744,	絶
745,	対
746,	的
747,	貸
748,	助
749,	有
750,	男
751,	超
#
752,	笑
753,	細
754,	倒
755,	組
756,	君
757,	「
758,	」
759,	々
760,	返
761,	事
762,	応
763,	援
764,	役
765,	Ｎ
766,	：
767,	Ｖ
#
768,	Ｅ
# DOT is in font here in SSS Only, this alters the numbering...
769,	Ｌ
770,	Ｕ
771,	Ｇ
772,	Ｓ
773,	Ｔ
774,	Ｄ
775,	Ｂ
776,	晩
777,	兄
778,	弟
779,	供
780,	晴
781,	寝
782,	夜
783,	歯
#
784,	俺
785,	代
786,	印
787,	未
788,	努
789,	ざ
790,	―
791,	許
792,	解
793,	後
794,	万
795,	支
796,	総
797,	苦
798,	労
799,	希
#
800,	望
801,	暮
802,	選
803,	肉
804,	黙
805,	坊
806,	態
807,	果
808,	悔
809,	百
810,	倍
811,	野
812,	郎
813,	燃
814,	反
815,	則
#
816,	雑
817,	貨
818,	昼
819,	殺
820,	係
821,	深
822,	暗
823,	善
824,	ゅ
825,	考
826,	朝
827,	相
828,	談
829,	置
830,	育
831,	亡
#
832,	似
833,	商
834,	近
835,	久
836,	喜
837,	卵
838,	絵
839,	耳
840,	格
841,	祭
842,	西
843,	忘
844,	結
845,	婚
846,	祝
847,	福
#
848,	隣
849,	房
850,	ヌ
851,	匹
852,	息
853,	困
854,	特
855,	終
856,	遊
857,	将
858,	働
859,	孤
860,	児
861,	引
862,	花
863,	若
#
864,	頃
865,	恋
866,	乙
867,	隣
868,	勉
869,	春
870,	川
871,	街
872,	農
873,	理
874,	違
875,	寄
876,	打
877,	血
878,	夫
879,	婦
#
880,	願
881,	念
882,	認
883,	残
884,	番
885,	妹
886,	然
887,	休
888,	仕
889,	土
890,	ぴ
891,	義
892,	孫
893,	食
894,	比
895,	平
#
896,	犬
897,	猫
898,	鳥
899,	痛
900,	功
901,	才
902,	泣
903,	絡
